-0.0540338	-4.12967	780.78	0.24	0.240761	897.614	46.0754	70.5395	0.0109213
-0.0540866	-4.11376	780.78	0.24	0.242901	897.52	46.1668	70.3764	0.0108373
-0.054139	-4.08328	780.78	0.24	0.244716	897.425	46.2828	70.1931	0.0106772
-0.0541908	-4.03132	780.78	0.24	0.246985	897.331	46.4028	70.0147	0.0104073
-0.0542418	-3.96014	780.78	0.24	0.248939	897.239	46.5259	69.8165	0.010043
-0.0542917	-3.87618	780.78	0.24	0.250256	897.149	46.6312	69.6437	0.00962166
-0.0543404	-3.77862	780.78	0.24	0.251908	897.06	46.7371	69.4727	0.00914338
-0.0543877	-3.66167	780.78	0.24	0.254175	896.974	46.8144	69.3213	0.00858616
-0.0544334	-3.52731	780.78	0.24	0.256397	896.89	46.8926	69.177	0.00796762
-0.0544771	-3.37085	780.78	0.24	0.258597	896.81	46.9658	69.0325	0.00727645
-0.0545186	-3.19508	780.78	0.24	0.260912	896.734	47.0257	68.9007	0.00653739
-0.0545577	-2.99838	780.78	0.24	0.263429	896.661	47.0877	68.7667	0.00575724
-0.054594	-2.77896	780.78	0.24	0.265738	896.594	47.1476	68.6268	0.00494545
-0.0546273	-2.54009	780.78	0.24	0.267594	896.531	47.206	68.4873	0.00413181
-0.0546574	-2.28733	780.78	0.24	0.268833	896.474	47.2663	68.3526	0.00335043
-0.0546842	-2.0266	780.78	0.24	0.269732	896.423	47.2983	68.2519	0.00263013
-0.0547076	-1.75732	780.78	0.24	0.270786	896.378	47.3302	68.1451	0.00197761
-0.0547274	-1.47945	780.78	0.24	0.271571	896.34	47.3722	68.0262	0.00140165
-0.0547437	-1.19628	780.78	0.24	0.27194	896.307	47.4177	67.9011	0.000916449
-0.0547562	-0.908482	780.78	0.24	0.272333	896.281	47.455	67.7894	0.000528535
-0.0547651	-0.619334	780.78	0.24	0.27221	896.262	47.5002	67.6633	0.000245635
-0.0547703	-0.335432	780.78	0.24	0.271926	896.25	47.5722	67.5102	7.20526e-05
-0.0547719	-0.0521872	780.78	0.24	0.271449	896.244	47.6553	67.3428	1.74409e-06
-0.0547698	0.227599	780.78	0.24	0.2712	896.244	47.7403	67.186	3.31729e-05
-0.0547642	0.50653	780.78	0.24	0.271203	896.251	47.8457	66.9848	0.000164305
-0.0547551	0.785188	780.78	0.24	0.271179	896.264	47.9357	66.8084	0.00039481
